author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/307433392/,Москва,sale,flat,3,6,3,110.0,-1,0,249000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/306032945/,Москва,sale,flat,14,34,3,148.0,-1,0,54900000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316729840/,Москва,sale,flat,10,25,3,117.0,-1,0,58500000,Крылатское,Осенний бульвар,17,Крылатское,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/316877027/,Москва,sale,flat,41,53,3,98.0,-1,0,73900000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316735544/,Москва,sale,flat,14,20,3,94.0,-1,0,79000000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/307965569/,Москва,sale,flat,26,53,3,106.7,-1,0,87500000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308069431/,Москва,sale,flat,3,6,3,156.6,-1,0,89000000,Покровское-Стрешнево,Береговая ,4К4,Стрешнево,Покровский берег
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/312710883/,Москва,sale,flat,8,8,3,100.0,-1,0,150000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315685683/,Москва,sale,flat,8,10,3,142.6,-1,0,174460262,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/311525550/,Москва,sale,flat,4,6,3,145.0,-1,0,185000000,Хамовники,1-й Зачатьевский переулок,6С1,Кропоткинская,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311305852/,Москва,sale,flat,6,7,3,170.0,-1,0,224000000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/307725367/,Москва,sale,flat,4,6,3,143.0,-1,0,349900000,Якиманка,Софийская набережная,10Д,Боровицкая,"Золотой, жилой квартал"
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/311661452/,Москва,sale,flat,11,12,3,230.32,-1,0,489900000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314566101/,Москва,sale,flat,3,10,3,83.6,-1,0,18000000,Южное Бутово,Южнобутовская ,9,Бульвар Адмирала Ушакова,
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/312825223/,Москва,sale,flat,4,41,3,65.0,-1,0,29990000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/314947652/,Москва,sale,flat,19,28,3,85.0,-1,0,31000000,Лефортово,проезд Невельского,1к1,Авиамоторная,Символ
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/310266518/,Москва,sale,flat,3,7,3,76.8,-1,0,33000000,Дорогомилово,Кутузовский проспект,27,Студенческая,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/305184755/,Москва,sale,flat,35,43,3,72.0,-1,0,36500000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311001237/,Москва,sale,flat,23,34,3,59.2,-1,0,38500000,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311001236/,Москва,sale,flat,22,34,3,67.0,-1,0,41500000,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316113895/,Москва,sale,flat,26,38,3,109.0,-1,0,42500000,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/316318681/,Москва,sale,flat,5,7,3,68.0,-1,0,43000000,Тверской,3-й Самотечный переулок,13,Достоевская,
MOD Estate,real_estate_agent,https://www.cian.ru/sale/flat/310829334/,Москва,sale,flat,5,21,3,99.6,-1,0,44000000,Щукино,Щукинская ,3,Стрешнево,Интонация
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316875658/,Москва,sale,flat,18,33,3,65.2,-1,0,45300000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/315453056/,Москва,sale,flat,2,8,3,202.4,-1,0,448588800,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316796250/,Москва,sale,flat,7,12,3,60.1,-1,0,15500000,Солнцево,Родниковая ,20,Новопеределкино,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/314885086/,Москва,sale,flat,6,12,3,138.0,-1,0,199600000,Хамовники,2-я Фрунзенская ,12,Фрунзенская,Пять Звезд
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/314868094/,Москва,sale,flat,5,13,3,117.2,-1,0,128500000,Дорогомилово, Братьев Фонченко,вл3,Парк Победы,Victory Park Residences
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/316556092/,Москва,sale,flat,8,9,3,59.8,-1,0,15450000,Отрадное, Бестужевых,7В,Отрадное,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/315560528/,Москва,sale,flat,18,19,3,116.0,-1,0,53000000,Южнопортовый,3-й Крутицкий переулок,11,Пролетарская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315459725/,Москва,sale,flat,13,15,3,120.0,-1,0,215000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/310880478/,Москва,sale,flat,3,6,3,102.0,-1,0,95968189,Пресненский,Садовая-Кудринская ,28-30,Маяковская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313873963/,Москва,sale,flat,4,8,3,131.3,-1,0,104990000,Якиманка,Погорельский переулок,5С2,Добрынинская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315824008/,Москва,sale,flat,15,21,3,85.0,-1,0,120000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
ONE estate,real_estate_agent,https://www.cian.ru/sale/flat/314384210/,Москва,sale,flat,5,30,3,60.0,-1,0,37000000,Хорошево-Мневники,бульвар Генерала Карбышева,15,Бульвар Генерала Карбышева,Union Park
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316774514/,Москва,sale,flat,15,15,3,237.0,-1,0,130000000,Очаково-Матвеевское,Староволынская ,15к2,Матвеевская,Ближняя дача
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/313185971/,Москва,sale,flat,17,21,3,85.0,-1,0,120000000,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315978468/,Москва,sale,flat,7,17,3,75.2,-1,0,13800000,, Дмитрия Рябинкина,2к1,Ватутинки,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314411947/,Москва,sale,flat,5,23,3,84.2,-1,0,44900000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/314013383/,Москва,sale,flat,4,15,3,84.6,-1,0,185000000,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,White Khamovniki
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/314097528/,Москва,sale,flat,2,5,3,90.0,-1,0,60000000,Тверской,Новолесная ,4,Белорусская,Лесной дом
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/279461277/,Москва,sale,flat,11,33,3,175.0,-1,0,122342400,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307255457/,Москва,sale,flat,34,57,3,177.0,-1,0,150000000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/313193010/,Москва,sale,flat,2,5,3,75.0,-1,0,44900000,Басманный,Яковоапостольский переулок,17,Курская,
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/315871934/,Москва,sale,flat,5,24,3,75.0,-1,0,57000000,Хорошево-Мневники,Шелепихинская набережная,34к3зд7,Шелепиха,Сердце Столицы
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/316425215/,Москва,sale,flat,2,20,3,70.0,-1,0,35500000,Раменки, Василия Ланового,3,Аминьевская,Событие
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306501964/,Москва,sale,flat,11,16,3,72.7,-1,0,26550000,Перово, Металлургов,56/2,Новогиреево,
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315480687/,Москва,sale,flat,4,8,3,130.0,-1,0,104990000,Якиманка,Погорельский переулок,5С2,Добрынинская,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/316413429/,Москва,sale,flat,3,6,3,96.4,-1,0,99800000,Очаково-Матвеевское,Староволынская ,15к1,Матвеевская,Ближняя дача
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314441606/,Москва,sale,flat,18,22,3,77.5,-1,0,19950000,Митино,Пятницкое шоссе,12к1,Волоколамская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315343012/,Москва,sale,flat,13,14,3,71.1,-1,0,67000000,Раменки,проспект Генерала Дорохова,39к1Б,Поклонная,Собрание клубных домов West Garden
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/309806938/,Москва,sale,flat,4,7,3,101.2,-1,0,88000000,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304966057/,Москва,sale,flat,6,33,3,70.0,-1,0,45800000,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/272629978/,Москва,sale,flat,5,7,3,116.8,-1,0,357500000,Тверской, Большая Дмитровка,7/5С2,Театральная,Советник
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/314928229/,Москва,sale,flat,5,10,3,131.0,-1,0,131000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316927764/,Москва,sale,flat,1,9,3,57.9,-1,0,14500000,Бибирево, Лескова,10А,Алтуфьево,
Top Realty,real_estate_agent,https://www.cian.ru/sale/flat/315974674/,Москва,sale,flat,7,15,3,100.0,-1,0,54000000,Аэропорт,Ленинградский проспект,36с38,Динамо,ВТБ Арена парк
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/315506009/,Москва,sale,flat,4,18,3,156.3,-1,0,78000000,Раменки,Мосфильмовская ,70к4,Ломоносовский проспект,Воробьевы Горы
